"Geography Type","Geography Name","Year","Site","Stage 1","Stage 2","Stage 3","Stage 4","Staged - other early","Staged - other advanced","Unstageable","Missing stage","Percentage completeness"
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Breast",422,415,116,72,0,0,3,32,96.7
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Cervix",11,14,1,4,0,0,0,11,73.2
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Head and neck",33,23,25,88,0,0,3,15,90.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Kidney",90,22,31,53,0,1,1,14,92.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Lung",142,54,123,446,0,0,3,30,95.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Oesophagus",9,13,37,63,0,0,2,39,74.8
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Other",111,73,120,244,49,4,706,300,37.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Ovary",43,0,56,32,0,0,4,11,89.7
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Pancreas",18,23,17,99,0,0,0,35,81.8
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Prostate",306,127,150,192,0,0,2,96,88.8
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Renal pelvis and ureter",9,6,9,6,0,0,13,9,57.7
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Skin cancer",264,85,30,16,0,0,13,46,87
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Testes",24,3,3,0,0,0,1,2,90.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2017,"Uterus",113,12,12,12,0,0,2,5,95.5
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Anus",0,6,6,3,0,0,0,4,78.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Bladder",69,61,24,13,0,0,228,22,40
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Bowel",124,193,180,200,0,0,0,81,89.6
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Breast",473,381,105,73,0,0,0,53,95.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Cervix",21,4,8,7,0,0,0,16,71.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Head and neck",42,19,28,80,0,0,6,17,88
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Kidney",94,20,30,51,0,0,0,37,84.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Lung",121,70,163,405,0,0,1,36,95.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Oesophagus",10,16,39,82,0,0,0,62,70.3
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Other",129,70,130,225,49,12,702,333,37.3
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Ovary",33,10,51,26,0,0,7,17,83.3
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Pancreas",17,24,25,102,0,0,0,34,83.2
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Prostate",450,152,230,217,0,0,0,106,90.8
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Renal pelvis and ureter",9,0,5,8,0,0,11,2,62.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Skin cancer",266,64,29,15,0,0,9,51,86.2
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Testes",22,2,4,0,0,0,0,2,93.3
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2018,"Uterus",132,12,19,9,0,0,1,4,97.2
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Anus",3,5,9,5,0,0,0,1,95.7
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Bladder",64,34,20,19,0,0,215,53,33.8
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Bowel",139,191,216,196,0,0,0,114,86.7
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Breast",416,404,108,53,0,0,0,87,91.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Cervix",16,4,1,6,0,0,0,31,46.6
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Head and neck",32,42,30,61,0,0,4,45,77.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Kidney",76,16,20,40,0,0,0,69,68.8
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Lung",152,65,156,390,0,0,0,60,92.7
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Oesophagus",12,13,36,66,0,0,2,65,65.5
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Other",111,77,102,203,39,5,724,414,32.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Ovary",25,4,36,22,0,0,6,32,69.6
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Pancreas",18,19,20,98,0,0,0,63,71.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Prostate",353,82,144,180,0,0,1,243,75.7
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Renal pelvis and ureter",6,2,3,11,0,0,17,12,43.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Skin cancer",202,58,29,20,0,0,6,80,78.2
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Testes",26,3,1,0,0,0,0,17,63.8
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2019,"Uterus",109,13,23,6,0,0,0,9,94.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Anus",2,5,10,2,0,0,0,5,79.2
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Bladder",65,51,30,35,0,0,184,25,46.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Bowel",118,164,199,191,0,0,0,66,91.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Breast",292,351,72,68,0,0,3,90,89.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Cervix",13,11,4,6,0,0,0,18,65.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Head and neck",39,28,32,71,0,0,1,16,90.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Kidney",92,23,36,43,0,0,0,37,84
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Lung",128,47,142,421,0,0,0,39,95
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Oesophagus",12,9,36,71,0,0,0,55,69.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Other",139,75,116,219,33,8,648,285,38.7
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Ovary",37,7,32,34,0,0,2,22,82.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Pancreas",22,19,22,99,0,0,0,24,87.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Prostate",203,110,141,184,0,0,0,86,88.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Renal pelvis and ureter",6,7,4,13,0,0,14,8,57.7
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Skin cancer",164,88,33,14,0,0,4,53,84
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Testes",34,4,3,0,0,0,0,3,93.2
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2020,"Uterus",120,3,11,11,0,0,0,9,94.2
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Anus",2,6,12,2,0,0,0,4,84.6
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Bladder",59,64,37,31,0,0,184,51,44.8
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Bowel",170,231,242,175,0,0,0,84,90.7
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Breast",402,417,85,71,0,0,2,128,88.2
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Cervix",18,3,10,1,0,0,0,15,68.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Head and neck",50,40,26,63,0,0,3,27,85.6
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Kidney",87,13,38,38,0,0,0,74,70.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Lung",156,53,145,399,0,0,1,62,92.3
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Oesophagus",10,20,44,66,0,0,0,71,66.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Other",138,83,124,245,22,7,709,388,36.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Ovary",26,7,49,29,0,0,3,26,79.3
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Pancreas",22,24,14,93,0,0,0,58,72.5
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Prostate",182,61,146,191,0,0,1,204,73.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Renal pelvis and ureter",5,2,6,11,0,0,12,14,48
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Skin cancer",170,55,45,17,0,0,4,82,76.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Testes",29,7,3,0,0,0,0,2,95.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2021,"Uterus",112,10,13,12,0,0,0,20,88
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Anus",3,9,6,4,0,0,1,6,75.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Bladder",75,60,31,28,0,0,187,29,47.3
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Bowel",149,159,218,168,0,0,0,167,80.6
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Breast",384,394,98,65,0,0,2,164,85
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Cervix",7,2,5,2,0,0,0,24,40
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Head and neck",37,43,27,82,0,0,1,18,90.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Kidney",93,13,18,33,0,0,0,44,78.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Lung",189,52,127,358,0,0,1,88,89.1
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Oesophagus",6,8,34,66,0,0,1,82,57.9
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Other",103,78,102,201,17,4,638,388,33
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Ovary",34,8,39,24,0,0,4,30,75.5
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Pancreas",11,19,16,76,0,0,0,71,63.2
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Prostate",126,56,140,172,0,0,0,574,46.3
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Renal pelvis and ureter",3,3,5,5,0,0,26,9,31.4
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Skin cancer",170,20,40,11,0,0,10,172,57
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Testes",31,4,5,0,0,0,1,7,83.3
"Integrated Care Board","NHS Mid and South Essex Integrated Care Board",2022,"Uterus",87,7,18,8,0,0,1,40,74.5
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Anus",3,9,6,2,0,0,0,4,83.3
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Bladder",98,44,13,29,0,0,220,10,44.4
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Bowel",167,211,160,183,0,0,0,62,92.1
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Breast",349,343,92,64,0,0,4,35,95.6
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Cervix",21,9,4,7,0,0,0,20,67.2
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Head and neck",55,17,24,88,0,0,4,2,96.8
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Kidney",57,18,43,47,0,0,0,10,94.3
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Lung",122,63,153,361,0,0,5,48,93
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Oesophagus",10,18,53,52,0,0,0,17,88.7
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Other",113,85,142,246,35,3,685,257,39.8
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Ovary",40,3,66,31,0,0,9,5,90.9
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Pancreas",14,30,27,102,0,0,0,26,86.9
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Prostate",330,294,229,185,0,0,0,78,93
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Renal pelvis and ureter",9,5,8,4,0,0,22,9,45.6
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Skin cancer",169,71,25,7,0,0,19,62,77.1
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Testes",34,5,3,1,0,0,0,0,100
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2013,"Uterus",119,6,19,7,0,0,0,10,93.8
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Anus",4,9,4,3,0,0,0,1,95.2
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Bladder",108,71,12,28,0,0,225,10,48.2
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Bowel",137,187,165,202,0,0,0,82,89.4
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Breast",451,379,79,64,0,0,1,52,94.8
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Cervix",20,14,0,5,0,0,0,13,75
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Head and neck",37,20,21,68,0,0,1,7,94.8
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Kidney",98,18,29,59,0,0,0,15,93.2
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Lung",124,66,166,404,0,0,1,24,96.8
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Oesophagus",11,24,42,51,0,0,1,26,82.6
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Other",107,112,146,272,22,2,661,244,42.2
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Ovary",47,10,79,37,0,0,7,9,91.5
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Pancreas",6,38,42,102,0,0,0,14,93.1
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Prostate",321,267,182,189,0,0,3,67,93.2
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Renal pelvis and ureter",11,4,13,12,0,0,15,1,71.4
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Skin cancer",164,55,16,5,0,0,12,86,71
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Testes",33,3,1,0,0,0,2,0,94.9
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2014,"Uterus",158,5,27,10,0,0,0,7,96.6
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Anus",7,5,9,2,0,0,1,4,82.1
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Bladder",101,33,24,35,0,0,241,23,42.2
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Bowel",127,196,196,212,0,0,0,87,89.4
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Breast",473,387,92,46,0,0,4,39,95.9
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Cervix",10,9,1,5,0,0,0,14,64.1
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Head and neck",49,18,29,89,0,0,4,3,96.4
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Kidney",94,12,25,41,0,0,1,11,93.5
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Lung",182,68,160,396,0,0,2,36,95.5
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Oesophagus",15,27,58,61,0,0,2,32,82.6
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Other",126,100,135,260,58,15,690,218,43.3
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Ovary",55,7,58,30,0,0,4,8,92.6
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Pancreas",15,30,19,128,0,0,0,26,88.1
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Prostate",422,302,208,180,0,0,0,101,91.7
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Renal pelvis and ureter",8,7,3,13,0,0,32,6,44.9
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Skin cancer",167,51,19,8,0,0,12,82,72.3
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Testes",27,2,3,0,0,0,1,0,97
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2015,"Uterus",153,6,28,18,0,0,2,12,93.6
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Anus",5,8,9,2,0,0,0,1,96
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Bladder",95,43,19,36,0,0,239,22,42.5
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Bowel",166,220,208,190,0,0,2,72,91.4
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Breast",402,372,94,52,0,0,1,25,97.3
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Cervix",17,14,1,3,0,0,0,15,70
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Head and neck",63,23,24,95,0,0,1,5,97.2
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Kidney",92,23,45,41,0,0,0,16,92.6
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Lung",140,68,125,424,0,0,4,35,95.1
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Oesophagus",11,29,56,55,0,0,1,17,89.3
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Other",150,83,142,263,47,17,737,265,41.2
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Ovary",41,8,69,28,0,0,2,11,91.8
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Pancreas",12,32,26,111,0,0,0,17,91.4
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Prostate",331,221,197,185,0,0,1,149,86.2
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Renal pelvis and ureter",7,3,8,17,0,0,34,2,49.3
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Skin cancer",164,67,32,8,0,0,11,39,84.4
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Testes",31,4,4,0,0,0,0,0,100
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2016,"Uterus",131,11,27,12,0,0,2,11,93.3
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2017,"Anus",1,7,10,1,0,0,3,3,76
"Integrated Care Board","NHS Norfolk and Waveney Integrated Care Board",2017,"Bladder",98,40,22,39,0,0,230,17,44.6
