"Cancer.Alliance","mced_treated","cancer_grouping","cancer_grouping_label","time_granularity","period_label","min_monthNum","n_months","num_delayed","total_referrals","delay_rate","under_25pct_target","diff_from_25pct_target_pp","delay_rate_minus_did_estimate","adj_rate_under_25pct_target"
"Wessex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Aug 2021",5,1,437,3853,11.34,NA,NA,NA,NA
"West London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Aug 2021",5,1,692,4948,13.99,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Aug 2021",5,1,1376,6813,20.2,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Aug 2021",5,1,698,3820,18.27,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,541,4813,11.24,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,734,7001,10.48,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,982,5638,17.42,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,632,5159,12.25,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,538,4076,13.2,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,184,2175,8.46,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,417,2766,15.08,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,197,2950,6.68,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,749,3249,23.05,NA,NA,NA,NA
"North East London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,333,2648,12.58,NA,NA,NA,NA
"Northern Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,680,4953,13.73,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,532,4075,13.06,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,1024,5542,18.48,NA,NA,NA,NA
"South East London Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,383,3391,11.29,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,315,2447,12.87,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,1079,5601,19.26,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,249,2686,9.27,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,315,3912,8.05,NA,NA,NA,NA
"West London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,657,5600,11.73,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,1465,8277,17.7,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Sep 2021",6,1,804,4237,18.98,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,723,5005,14.45,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,710,6826,10.4,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,858,5375,15.96,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,713,5459,13.06,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,802,4468,17.95,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,143,2076,6.89,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,233,3011,7.74,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,227,2961,7.67,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,767,3076,24.93,NA,NA,NA,NA
"North East London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,160,2673,5.99,NA,NA,NA,NA
"Northern Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,658,5220,12.61,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,509,3982,12.78,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,961,5932,16.2,NA,NA,NA,NA
"South East London Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,427,3474,12.29,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,212,2300,9.22,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,974,5359,18.18,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,218,2637,8.27,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,358,3809,9.4,NA,NA,NA,NA
"West London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,658,5791,11.36,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,1392,8197,16.98,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Oct 2021",7,1,637,4011,15.88,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,1027,5660,18.14,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,1131,6974,16.22,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,1036,5792,17.89,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,1091,5550,19.66,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,999,4837,20.65,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,239,2216,10.79,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,320,3046,10.51,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,283,3012,9.4,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,821,3311,24.8,NA,NA,NA,NA
"North East London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,220,2963,7.42,NA,NA,NA,NA
"Northern Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,801,5543,14.45,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,801,4527,17.69,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,917,5823,15.75,NA,NA,NA,NA
"South East London Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,646,3791,17.04,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,306,2586,11.83,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,1573,5888,26.72,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,221,2736,8.08,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,476,4407,10.8,NA,NA,NA,NA
"West London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,750,5921,12.67,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,2173,9141,23.77,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Nov 2021",8,1,802,4356,18.41,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,887,5063,17.52,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,1244,6121,20.32,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,974,4921,19.79,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,1307,4882,26.77,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,944,3891,24.26,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,190,1962,9.68,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,344,2906,11.84,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,370,2621,14.12,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,698,2800,24.93,NA,NA,NA,NA
"North East London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,132,2255,5.85,NA,NA,NA,NA
"Northern Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,722,4724,15.28,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,707,3919,18.04,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,979,5094,19.22,NA,NA,NA,NA
"South East London Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,498,3093,16.1,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,210,2103,9.99,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,1556,5692,27.34,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,200,2338,8.55,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,515,3862,13.34,NA,NA,NA,NA
"West London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,759,5262,14.42,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,1925,7415,25.96,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Dec 2021",9,1,784,3745,20.93,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,840,4615,18.2,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,1648,6244,26.39,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,1058,5108,20.71,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,1894,4804,39.43,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,1437,3482,41.27,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,260,1863,13.96,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,361,2672,13.51,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,568,2505,22.67,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,891,3027,29.44,NA,NA,NA,NA
"North East London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,136,2083,6.53,NA,NA,NA,NA
"Northern Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,567,4465,12.7,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,937,3841,24.39,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,1345,5008,26.86,NA,NA,NA,NA
"South East London Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,557,2929,19.02,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,262,2058,12.73,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,1772,5825,30.42,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,262,2104,12.45,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,542,3755,14.43,NA,NA,NA,NA
"West London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,835,4830,17.29,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,2579,7966,32.38,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Jan 2022",10,1,916,3506,26.13,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,584,4580,12.75,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,1281,7107,18.02,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,794,5041,15.75,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,1736,5647,30.74,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,1064,4018,26.48,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,182,1936,9.4,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,288,2818,10.22,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,543,2978,18.23,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,586,3002,19.52,NA,NA,NA,NA
"North East London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,137,2308,5.94,NA,NA,NA,NA
"Northern Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,335,4799,6.98,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,335,3661,9.15,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,699,5186,13.48,NA,NA,NA,NA
"South East London Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,436,3241,13.45,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,180,2157,8.34,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,909,5504,16.52,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,173,2268,7.63,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,348,3760,9.26,NA,NA,NA,NA
"West London Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,484,5056,9.57,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,1425,8063,17.67,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"sec_low_detection","Secondary low-detection group","Monthly","Feb 2022",11,1,703,3613,19.46,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"sec_low_detection","Secondary low-detection group","Monthly","Mar 2022",12,1,827,5654,14.63,NA,NA,NA,NA
